date,value,year,month,day,day_name,week_day,month_name,quarter,datetime,season,weather,temp,humidity,windspeed,casual,registered,rented_bikes_count,Profit,time,workingDay,hour,day_period
2011-01-05,5,2011,1,5,Wednesday,2,January,Q1,2011-01-05 05:00:00,Winter,Clear,9.0,47.0,13.0,0.0,3.0,3.0,12.72876712,05:00:00,True,5.0,Morning
2011-01-05,5,2011,1,5,Wednesday,2,January,Q1,2011-01-05 06:00:00,Winter,Clear,8.0,47.0,15.0,0.0,33.0,33.0,141.7287671,06:00:00,True,6.0,Morning
2011-01-05,5,2011,1,5,Wednesday,2,January,Q1,2011-01-05 07:00:00,Winter,Clear,7.0,43.0,13.0,1.0,87.0,88.0,391.1287671,07:00:00,True,7.0,Morning
2011-01-05,5,2011,1,5,Wednesday,2,January,Q1,2011-01-05 08:00:00,Winter,Clear,8.0,40.0,20.0,3.0,192.0,195.0,877.0287671,08:00:00,True,8.0,Morning
2011-01-05,5,2011,1,5,Wednesday,2,January,Q1,2011-01-05 09:00:00,Winter,Clear,9.0,37.0,22.0,6.0,109.0,115.0,571.7287671,09:00:00,True,9.0,Morning
2011-01-05,5,2011,1,5,Wednesday,2,January,Q1,2011-01-05 10:00:00,Winter,Clear,9.0,37.0,22.0,4.0,53.0,57.0,296.5287671,10:00:00,True,10.0,Morning
2011-01-05,5,2011,1,5,Wednesday,2,January,Q1,2011-01-05 11:00:00,Winter,Clear,11.0,33.0,22.0,12.0,34.0,46.0,352.4287671,11:00:00,True,11.0,Morning
2011-01-05,5,2011,1,5,Wednesday,2,January,Q1,2011-01-05 12:00:00,Winter,Clear,11.0,33.0,13.0,5.0,74.0,79.0,404.0287671,12:00:00,True,12.0,Afternoon
2011-01-05,5,2011,1,5,Wednesday,2,January,Q1,2011-01-05 13:00:00,Winter,Clear,11.0,62.0,20.0,6.0,65.0,71.0,382.5287671,13:00:00,True,13.0,Afternoon
2011-01-05,5,2011,1,5,Wednesday,2,January,Q1,2011-01-05 14:00:00,Winter,Clear,12.0,28.0,13.0,10.0,52.0,62.0,395.4287671,14:00:00,True,14.0,Afternoon
2011-01-05,5,2011,1,5,Wednesday,2,January,Q1,2011-01-05 15:00:00,Winter,Clear,20.0,28.0,13.0,7.0,55.0,62.0,356.7287671,15:00:00,True,15.0,Afternoon
2011-01-05,5,2011,1,5,Wednesday,2,January,Q1,2011-01-05 16:00:00,Winter,Clear,12.0,28.0,6.0,4.0,85.0,89.0,434.1287671,16:00:00,True,16.0,Afternoon
2011-01-05,5,2011,1,5,Wednesday,2,January,Q1,2011-01-05 17:00:00,Winter,Clear,20.0,62.0,13.0,4.0,186.0,190.0,868.4287671,17:00:00,True,17.0,Evening
2011-01-05,5,2011,1,5,Wednesday,2,January,Q1,2011-01-05 18:00:00,Winter,Clear,10.0,38.0,9.0,3.0,166.0,169.0,765.2287671,18:00:00,True,18.0,Evening
2011-01-05,5,2011,1,5,Wednesday,2,January,Q1,2011-01-05 19:00:00,Winter,Clear,20.0,38.0,7.0,5.0,127.0,132.0,631.9287671,19:00:00,True,19.0,Evening
2011-01-05,5,2011,1,5,Wednesday,2,January,Q1,2011-01-05 20:00:00,Winter,Clear,9.0,62.0,11.0,7.0,82.0,89.0,472.8287671,20:00:00,True,20.0,Evening
2011-01-05,5,2011,1,5,Wednesday,2,January,Q1,2011-01-05 21:00:00,Winter,Clear,8.0,62.0,13.0,3.0,40.0,43.0,223.4287671,21:00:00,True,21.0,Night
2011-01-05,5,2011,1,5,Wednesday,2,January,Q1,2011-01-05 22:00:00,Winter,Clear,7.0,55.0,13.0,1.0,41.0,42.0,193.3287671,22:00:00,True,22.0,Night
2011-01-05,5,2011,1,5,Wednesday,2,January,Q1,2011-01-05 23:00:00,Winter,Clear,8.0,47.0,0.0,1.0,18.0,19.0,94.42876712,23:00:00,True,23.0,Night
2011-01-06,6,2011,1,6,Thursday,3,January,Q1,2011-01-06 00:00:00,Winter,Clear,7.0,62.0,0.0,0.0,11.0,11.0,47.12876712,00:00:00,True,0.0,Night
2011-01-06,6,2011,1,6,Thursday,3,January,Q1,2011-01-06 01:00:00,Winter,Clear,7.0,62.0,13.0,0.0,4.0,4.0,17.02876712,01:00:00,True,1.0,Night
2011-01-06,6,2011,1,6,Thursday,3,January,Q1,2011-01-06 02:00:00,Winter,Clear,7.0,64.0,13.0,0.0,2.0,2.0,8.428767123,02:00:00,True,2.0,Night
2011-01-06,6,2011,1,6,Thursday,3,January,Q1,2011-01-06 04:00:00,Winter,Mist,7.0,62.0,6.0,0.0,1.0,1.0,4.128767123,04:00:00,True,4.0,Night
2011-01-06,6,2011,1,6,Thursday,3,January,Q1,2011-01-06 05:00:00,Winter,Clear,20.0,69.0,13.0,0.0,4.0,4.0,17.02876712,05:00:00,True,5.0,Morning
2011-01-06,6,2011,1,6,Thursday,3,January,Q1,2011-01-06 06:00:00,Winter,Clear,6.0,63.0,7.0,0.0,36.0,36.0,154.6287671,06:00:00,True,6.0,Morning
2011-01-06,6,2011,1,6,Thursday,3,January,Q1,2011-01-06 07:00:00,Winter,Mist,20.0,62.0,13.0,0.0,95.0,95.0,408.3287671,07:00:00,True,7.0,Morning
2011-01-06,6,2011,1,6,Thursday,3,January,Q1,2011-01-06 08:00:00,Winter,Clear,7.0,62.0,0.0,3.0,216.0,219.0,980.2287671,08:00:00,True,8.0,Morning
2011-01-06,6,2011,1,6,Thursday,3,January,Q1,2011-01-06 09:00:00,Winter,Mist,7.0,62.0,0.0,6.0,116.0,122.0,601.8287671,09:00:00,True,9.0,Morning
2011-01-06,6,2011,1,6,Thursday,3,January,Q1,2011-01-06 10:00:00,Winter,Clear,8.0,47.0,13.0,3.0,42.0,45.0,232.0287671,10:00:00,True,10.0,Morning
2011-01-06,6,2011,1,6,Thursday,3,January,Q1,2011-01-06 11:00:00,Winter,Clear,9.0,62.0,6.0,2.0,57.0,59.0,279.3287671,11:00:00,True,11.0,Morning
2011-01-06,6,2011,1,6,Thursday,3,January,Q1,2011-01-06 12:00:00,Winter,Clear,11.0,35.0,0.0,6.0,78.0,84.0,438.4287671,12:00:00,True,12.0,Afternoon
2011-01-06,6,2011,1,6,Thursday,3,January,Q1,2011-01-06 13:00:00,Winter,Clear,11.0,35.0,7.0,12.0,55.0,67.0,442.7287671,13:00:00,True,13.0,Afternoon
2011-01-06,6,2011,1,6,Thursday,3,January,Q1,2011-01-06 14:00:00,Winter,Clear,20.0,36.0,13.0,11.0,59.0,70.0,442.7287671,14:00:00,True,14.0,Afternoon
2011-01-06,6,2011,1,6,Thursday,3,January,Q1,2011-01-06 15:00:00,Winter,Clear,11.0,36.0,13.0,8.0,54.0,62.0,369.6287671,15:00:00,True,15.0,Afternoon
2011-01-06,6,2011,1,6,Thursday,3,January,Q1,2011-01-06 16:00:00,Winter,Clear,11.0,62.0,13.0,12.0,74.0,86.0,524.4287671,16:00:00,True,16.0,Afternoon
2011-01-06,6,2011,1,6,Thursday,3,January,Q1,2011-01-06 17:00:00,Winter,Clear,20.0,51.0,11.0,9.0,163.0,172.0,855.5287671,17:00:00,True,17.0,Evening
2011-01-06,6,2011,1,6,Thursday,3,January,Q1,2011-01-06 18:00:00,Winter,Clear,9.0,51.0,13.0,5.0,158.0,163.0,765.2287671,18:00:00,True,18.0,Evening
2011-01-06,6,2011,1,6,Thursday,3,January,Q1,2011-01-06 19:00:00,Winter,Clear,9.0,55.0,6.0,3.0,109.0,112.0,520.1287671,19:00:00,True,19.0,Evening
2011-01-06,6,2011,1,6,Thursday,3,January,Q1,2011-01-06 20:00:00,Winter,Clear,8.0,51.0,11.0,3.0,66.0,69.0,335.2287671,20:00:00,True,20.0,Evening
2011-01-06,6,2011,1,6,Thursday,3,January,Q1,2011-01-06 21:00:00,Winter,Mist,9.0,55.0,15.0,0.0,48.0,48.0,206.2287671,21:00:00,True,21.0,Night
2011-01-06,6,2011,1,6,Thursday,3,January,Q1,2011-01-06 22:00:00,Winter,Clear,9.0,62.0,19.0,1.0,51.0,52.0,236.3287671,22:00:00,True,22.0,Night
2011-01-06,6,2011,1,6,Thursday,3,January,Q1,2011-01-06 23:00:00,Winter,Mist,20.0,62.0,13.0,4.0,19.0,23.0,150.3287671,23:00:00,True,23.0,Night
2011-01-07,7,2011,1,7,Friday,4,January,Q1,2011-01-07 00:00:00,Winter,Mist,20.0,62.0,13.0,4.0,13.0,17.0,124.5287671,00:00:00,True,0.0,Night
2011-01-07,7,2011,1,7,Friday,4,January,Q1,2011-01-07 01:00:00,Winter,Mist,8.0,69.0,15.0,2.0,5.0,7.0,55.72876712,01:00:00,True,1.0,Night
2011-01-07,7,2011,1,7,Friday,4,January,Q1,2011-01-07 02:00:00,Winter,Mist,8.0,69.0,15.0,0.0,1.0,1.0,4.128767123,02:00:00,True,2.0,Night
2011-01-07,7,2011,1,7,Friday,4,January,Q1,2011-01-07 04:00:00,Winter,Clear,8.0,62.0,9.0,0.0,1.0,1.0,4.128767123,04:00:00,True,4.0,Night
2011-01-07,7,2011,1,7,Friday,4,January,Q1,2011-01-07 05:00:00,Winter,Rainy,9.0,62.0,0.0,0.0,5.0,5.0,21.32876712,05:00:00,True,5.0,Morning
